,name,crosses,numberOfStrands
6446,7_6,"[X(1,8,30,7), X(1,11,2,10), X(5,16,6,17), X(8,29,9,30), X(14,23,15,24), X(15,13,16,12), X(17,4,18,5), X(18,26,19,25), X(19,3,20,2), X(20,27,21,28), X(21,6,22,7), X(22,13,23,14), X(24,12,25,11), X(26,4,27,3), X(28,9,29,10)]",30
6447,7_6,"[X(1,13,18,14), X(2,7,3,8), X(4,1,5,2), X(5,14,6,15), X(8,3,9,4), X(9,12,10,13), X(11,17,12,16), X(15,6,16,7), X(17,11,18,10)]",18
6448,7_6,"[X(1,17,26,18), X(2,26,3,25), X(4,8,5,7), X(6,21,7,22), X(9,14,10,15), X(11,20,12,21), X(13,16,14,17), X(15,10,16,11), X(18,2,19,1), X(19,12,20,13), X(22,5,23,6), X(23,8,24,9), X(24,4,25,3)]",26
6449,7_6,"[X(1,42,2,43), X(3,20,4,21), X(4,24,5,23), X(6,42,7,41), X(8,39,9,40), X(9,22,10,23), X(11,28,12,29), X(13,31,14,30), X(14,49,15,50), X(15,47,16,46), X(16,52,17,51), X(17,44,18,45), X(18,35,19,36), X(19,2,20,3), X(21,10,22,11), X(24,6,25,5), X(25,41,26,40), X(26,7,27,8), X(32,48,33,47), X(33,1,34,52), X(34,43,35,44), X(36,29,37,30), X(37,12,38,13), X(38,28,39,27), X(45,50,46,51), X(48,32,49,31)]",52
6450,7_6,"[X(1,10,2,11), X(2,14,3,13), X(6,19,7,20), X(7,5,8,4), X(9,14,10,15), X(11,26,12,27), X(16,3,17,4), X(18,5,19,6), X(20,17,21,18), X(21,9,22,8), X(22,15,23,16), X(23,1,24,28), X(25,12,26,13), X(27,25,28,24)]",28
6451,7_6,"[X(1,4,2,5), X(2,23,3,24), X(5,24,6,25), X(6,22,7,21), X(9,17,10,16), X(13,26,14,1), X(14,12,15,11), X(17,9,18,8), X(18,16,19,15), X(19,10,20,11), X(20,8,21,7), X(22,3,23,4), X(25,12,26,13)]",26
6452,7_6,"[X(1,19,2,18), X(6,15,7,16), X(7,5,8,4), X(9,2,10,3), X(10,19,11,20), X(11,26,12,27), X(12,22,13,21), X(14,5,15,6), X(16,4,17,3), X(17,8,18,9), X(20,27,21,28), X(22,26,23,25), X(23,1,24,30), X(28,13,29,14), X(29,25,30,24)]",30
6453,7_6,"[X(1,6,2,7), X(2,18,3,17), X(3,12,4,13), X(5,18,6,19), X(7,17,8,16), X(9,22,10,23), X(10,13,11,14), X(11,4,12,5), X(14,24,15,23), X(15,20,16,21), X(19,1,20,24), X(21,8,22,9)]",24
6454,7_6,"[X(1,14,2,15), X(3,32,4,1), X(4,13,5,14), X(6,24,7,23), X(7,17,8,16), X(8,25,9,26), X(9,18,10,19), X(10,29,11,30), X(15,2,16,3), X(20,11,21,12), X(22,6,23,5), X(24,18,25,17), X(27,12,28,13), X(28,21,29,22), X(30,20,31,19), X(31,27,32,26)]",32
6455,7_6,"[X(1,16,2,17), X(2,27,3,28), X(4,29,5,30), X(5,24,6,25), X(8,20,9,19), X(9,12,10,13), X(11,21,12,20), X(14,7,15,8), X(15,23,16,22), X(17,30,18,1), X(18,14,19,13), X(21,11,22,10), X(25,6,26,7), X(26,24,27,23), X(28,3,29,4)]",30
6456,7_6,"[X(1,16,32,15), X(2,21,3,22), X(4,24,5,23), X(6,19,7,20), X(8,29,9,30), X(11,27,12,26), X(13,19,14,18), X(16,1,17,2), X(17,15,18,14), X(20,5,21,6), X(24,4,25,3), X(25,23,26,22), X(27,11,28,10), X(28,7,29,8), X(30,9,31,10), X(31,13,32,12)]",32
6457,7_6,"[X(1,20,2,21), X(3,15,4,14), X(5,18,6,19), X(8,35,9,36), X(12,28,13,27), X(15,5,16,4), X(16,13,17,14), X(17,2,18,3), X(19,6,20,7), X(21,42,22,1), X(22,8,23,7), X(23,36,24,37), X(24,32,25,31), X(25,39,26,38), X(26,29,27,30), X(28,12,29,11), X(32,9,33,10), X(34,41,35,42), X(37,31,38,30), X(39,10,40,11), X(40,33,41,34)]",42
6458,7_6,"[X(1,4,26,3), X(1,8,2,9), X(4,13,5,14), X(7,2,8,3), X(10,21,11,22), X(12,10,13,9), X(14,23,15,24), X(15,19,16,18), X(16,26,17,25), X(19,6,20,7), X(20,11,21,12), X(22,6,23,5), X(24,18,25,17)]",26
6459,7_6,"[X(3,19,4,18), X(6,21,7,22), X(9,30,10,1), X(10,15,11,16), X(11,27,12,26), X(12,29,13,30), X(14,27,15,28), X(17,3,18,2), X(19,9,20,8), X(20,5,21,6), X(22,7,23,8), X(23,5,24,4), X(24,1,25,2), X(25,16,26,17), X(28,13,29,14)]",30
6460,7_6,"[X(2,22,3,21), X(4,29,5,30), X(6,19,7,20), X(8,17,9,18), X(10,6,11,5), X(11,1,12,30), X(12,3,13,4), X(13,28,14,29), X(15,24,16,25), X(16,7,17,8), X(18,9,19,10), X(20,2,21,1), X(23,27,24,26), X(25,14,26,15), X(27,23,28,22)]",30
6461,7_6,"[X(1,19,30,20), X(2,24,3,23), X(3,14,4,15), X(4,21,5,22), X(5,26,6,27), X(7,19,8,18), X(9,28,10,29), X(12,1,13,2), X(16,11,17,12), X(17,9,18,8), X(22,16,23,15), X(24,13,25,14), X(25,20,26,21), X(27,10,28,11), X(29,6,30,7)]",30
6462,7_6,"[X(1,30,2,31), X(2,19,3,20), X(6,33,7,34), X(9,28,10,29), X(10,13,11,14), X(11,27,12,26), X(14,17,15,18), X(15,25,16,24), X(18,7,19,8), X(20,3,21,4), X(21,33,22,32), X(22,6,23,5), X(23,34,24,1), X(25,17,26,16), X(27,13,28,12), X(29,8,30,9), X(31,4,32,5)]",34
6463,7_6,"[X(2,14,3,13), X(3,6,4,7), X(4,15,5,16), X(7,12,8,13), X(9,20,10,21), X(11,24,12,1), X(14,5,15,6), X(16,2,17,1), X(17,23,18,22), X(19,10,20,11), X(21,19,22,18), X(23,8,24,9)]",24
6464,7_6,"[X(1,13,34,14), X(2,22,3,21), X(3,14,4,15), X(5,9,6,8), X(6,29,7,30), X(9,18,10,19), X(10,27,11,28), X(12,24,13,23), X(15,4,16,5), X(17,27,18,26), X(19,28,20,29), X(22,2,23,1), X(25,17,26,16), X(30,7,31,8), X(31,20,32,21), X(32,11,33,12), X(33,25,34,24)]",34
6465,7_6,"[X(1,12,2,13), X(2,22,3,21), X(7,26,8,27), X(9,14,10,15), X(11,30,12,1), X(13,10,14,11), X(17,6,18,7), X(19,5,20,4), X(22,4,23,3), X(23,20,24,21), X(24,16,25,15), X(25,8,26,9), X(27,16,28,17), X(28,5,29,6), X(29,19,30,18)]",30
6466,7_6,"[X(1,8,26,7), X(5,14,6,15), X(6,25,7,26), X(9,2,10,3), X(11,25,12,24), X(13,23,14,22), X(15,20,16,21), X(16,3,17,4), X(17,10,18,11), X(18,2,19,1), X(19,9,20,8), X(21,4,22,5), X(23,13,24,12)]",26
6467,7_6,"[X(1,6,2,7), X(3,24,4,25), X(5,28,6,1), X(7,20,8,21), X(9,17,10,16), X(11,19,12,18), X(12,15,13,16), X(13,8,14,9), X(17,11,18,10), X(19,14,20,15), X(21,4,22,5), X(23,27,24,26), X(25,2,26,3), X(27,23,28,22)]",28
6468,7_6,"[X(1,11,2,10), X(3,22,4,23), X(4,11,5,12), X(7,19,8,18), X(14,9,15,10), X(15,26,16,1), X(17,9,18,8), X(19,7,20,6), X(20,14,21,13), X(21,2,22,3), X(23,12,24,13), X(24,5,25,6), X(25,16,26,17)]",26
6469,7_6,"[X(1,5,20,6), X(2,9,3,10), X(4,17,5,18), X(8,13,9,14), X(10,1,11,2), X(11,15,12,14), X(12,7,13,8), X(15,6,16,7), X(16,20,17,19), X(18,3,19,4)]",20
6470,7_6,"[X(1,10,16,9), X(2,15,3,16), X(3,7,4,6), X(5,12,6,13), X(7,15,8,14), X(8,11,9,12), X(10,1,11,2), X(13,4,14,5)]",16
6471,7_6,"[X(1,10,2,11), X(6,16,7,15), X(8,21,9,22), X(11,2,12,3), X(13,24,14,25), X(14,6,15,5), X(17,13,18,12), X(18,4,19,3), X(19,26,20,1), X(20,7,21,8), X(22,9,23,10), X(23,16,24,17), X(25,5,26,4)]",26
6472,7_6,"[X(1,27,30,28), X(2,15,3,16), X(5,22,6,23), X(7,21,8,20), X(10,3,11,4), X(12,29,13,30), X(14,25,15,26), X(16,10,17,9), X(17,6,18,7), X(18,22,19,21), X(19,9,20,8), X(23,4,24,5), X(24,11,25,12), X(26,2,27,1), X(28,13,29,14)]",30
6473,7_6,"[X(1,10,16,9), X(2,13,3,14), X(4,1,5,2), X(7,13,8,12), X(8,5,9,6), X(10,15,11,16), X(11,7,12,6), X(14,3,15,4)]",16
6474,7_6,"[X(2,16,3,15), X(4,31,5,32), X(8,17,9,18), X(9,26,10,27), X(10,20,11,19), X(11,6,12,7), X(12,30,13,29), X(13,16,14,17), X(14,2,15,1), X(18,27,19,28), X(21,32,22,33), X(22,5,23,6), X(23,31,24,30), X(24,4,25,3), X(25,34,26,1), X(28,7,29,8), X(33,20,34,21)]",34
6475,7_6,"[X(1,14,24,13), X(1,20,2,21), X(5,8,6,9), X(7,15,8,14), X(10,18,11,17), X(11,4,12,5), X(12,23,13,24), X(15,7,16,6), X(16,10,17,9), X(18,21,19,22), X(19,2,20,3), X(22,3,23,4)]",24
6476,7_6,"[X(1,4,2,5), X(3,8,4,9), X(6,13,7,14), X(7,2,8,3), X(9,1,10,18), X(10,16,11,15), X(12,5,13,6), X(16,12,17,11), X(17,14,18,15)]",18
6477,7_6,"[X(1,12,2,13), X(6,21,7,22), X(7,5,8,4), X(9,22,10,23), X(10,15,11,16), X(11,25,12,24), X(13,2,14,3), X(17,1,18,28), X(19,8,20,9), X(20,5,21,6), X(23,16,24,17), X(25,15,26,14), X(26,4,27,3), X(27,19,28,18)]",28
6478,7_6,"[X(1,11,20,12), X(4,9,5,10), X(6,15,7,16), X(8,3,9,4), X(10,5,11,6), X(12,20,13,19), X(14,2,15,1), X(16,7,17,8), X(17,2,18,3), X(18,14,19,13)]",20
6479,7_6,"[X(1,10,18,9), X(2,13,3,14), X(4,15,5,16), X(5,13,6,12), X(6,18,7,17), X(8,1,9,2), X(10,8,11,7), X(11,16,12,17), X(14,3,15,4)]",18
6480,7_6,"[X(1,15,2,14), X(6,19,7,20), X(7,2,8,3), X(8,15,9,16), X(9,12,10,13), X(11,24,12,1), X(13,23,14,22), X(16,4,17,3), X(17,21,18,20), X(18,5,19,6), X(21,4,22,5), X(23,10,24,11)]",24
6481,7_6,"[X(1,4,28,3), X(1,8,2,9), X(5,18,6,19), X(7,2,8,3), X(9,7,10,6), X(10,20,11,19), X(12,23,13,24), X(17,4,18,5), X(20,16,21,15), X(21,27,22,26), X(22,13,23,14), X(24,11,25,12), X(25,15,26,14), X(27,16,28,17)]",28
6482,7_6,"[X(1,4,18,3), X(2,7,3,8), X(5,14,6,15), X(6,1,7,2), X(9,17,10,16), X(11,8,12,9), X(12,18,13,17), X(13,4,14,5), X(15,11,16,10)]",18
6483,7_6,"[X(1,11,16,12), X(2,9,3,10), X(5,14,6,15), X(6,4,7,3), X(8,1,9,2), X(10,7,11,8), X(12,16,13,15), X(13,4,14,5)]",16
6484,7_6,"[X(1,33,44,34), X(3,33,4,32), X(6,36,7,35), X(9,38,10,39), X(11,16,12,17), X(12,7,13,8), X(14,37,15,38), X(17,10,18,11), X(18,15,19,16), X(22,28,23,27), X(23,20,24,21), X(24,29,25,30), X(26,22,27,21), X(28,19,29,20), X(30,25,31,26), X(31,5,32,4), X(34,2,35,1), X(39,8,40,9), X(40,13,41,14), X(41,36,42,37), X(42,6,43,5), X(43,2,44,3)]",44
6485,7_6,"[X(1,8,2,9), X(1,19,38,20), X(6,35,7,36), X(7,10,8,11), X(9,2,10,3), X(11,20,12,21), X(13,37,14,36), X(14,5,15,6), X(15,34,16,35), X(16,4,17,3), X(17,33,18,32), X(21,12,22,13), X(22,38,23,37), X(23,19,24,18), X(24,28,25,27), X(25,31,26,30), X(29,27,30,26), X(31,28,32,29), X(33,4,34,5)]",38
6486,7_6,"[X(1,10,2,11), X(5,16,6,17), X(7,5,8,4), X(8,11,9,12), X(9,2,10,3), X(12,3,13,4), X(13,1,14,18), X(15,6,16,7), X(17,15,18,14)]",18
6487,7_6,"[X(1,6,2,7), X(2,15,3,16), X(4,10,5,9), X(7,28,8,1), X(11,18,12,19), X(12,21,13,22), X(14,24,15,23), X(16,3,17,4), X(19,22,20,23), X(20,13,21,14), X(24,18,25,17), X(25,11,26,10), X(26,6,27,5), X(27,8,28,9)]",28
6488,7_6,"[X(1,20,2,21), X(1,25,28,26), X(3,22,4,23), X(6,12,7,11), X(10,17,11,18), X(12,8,13,7), X(13,19,14,18), X(14,9,15,10), X(15,26,16,27), X(19,8,20,9), X(21,4,22,5), X(23,2,24,3), X(24,6,25,5), X(27,16,28,17)]",28
6489,7_6,"[X(1,8,24,7), X(1,17,2,16), X(3,14,4,15), X(5,2,6,3), X(10,21,11,22), X(11,9,12,8), X(15,4,16,5), X(17,7,18,6), X(19,12,20,13), X(20,9,21,10), X(22,14,23,13), X(23,18,24,19)]",24
6490,7_6,"[X(1,5,2,4), X(1,16,24,15), X(2,20,3,19), X(6,17,7,18), X(8,14,9,13), X(10,23,11,24), X(12,10,13,9), X(14,21,15,22), X(16,7,17,8), X(18,4,19,3), X(20,5,21,6), X(22,11,23,12)]",24
6491,7_6,"[X(1,15,22,16), X(2,13,3,14), X(5,9,6,8), X(6,19,7,20), X(10,4,11,3), X(12,1,13,2), X(14,11,15,12), X(16,22,17,21), X(17,4,18,5), X(18,10,19,9), X(20,7,21,8)]",22
6492,7_6,"[X(1,17,2,16), X(3,6,4,7), X(4,15,5,16), X(7,2,8,3), X(8,20,9,19), X(9,12,10,13), X(10,21,11,22), X(13,18,14,19), X(14,5,15,6), X(17,1,18,22), X(20,11,21,12)]",22
6493,7_6,"[X(1,15,2,14), X(3,8,4,9), X(5,18,6,1), X(6,11,7,12), X(9,4,10,5), X(13,3,14,2), X(15,12,16,13), X(16,7,17,8), X(17,11,18,10)]",18
6494,7_6,"[X(1,14,18,13), X(2,11,3,12), X(3,15,4,14), X(4,9,5,10), X(6,15,7,16), X(8,5,9,6), X(12,1,13,2), X(16,7,17,8), X(17,11,18,10)]",18
6495,7_6,"[X(2,27,3,28), X(3,12,4,13), X(5,15,6,14), X(6,19,7,20), X(7,36,8,37), X(8,30,9,29), X(9,39,10,38), X(10,1,11,2), X(16,33,17,34), X(18,31,19,32), X(20,13,21,14), X(21,4,22,5), X(22,26,23,25), X(23,1,24,40), X(26,12,27,11), X(32,17,33,18), X(34,15,35,16), X(35,30,36,31), X(37,29,38,28), X(39,25,40,24)]",40
6496,7_6,"[X(5,29,6,28), X(6,1,7,2), X(8,13,9,14), X(10,37,11,38), X(12,21,13,22), X(14,20,15,19), X(20,9,21,10), X(22,8,23,7), X(23,19,24,18), X(25,16,26,17), X(26,4,27,3), X(29,5,30,4), X(30,28,31,27), X(31,2,32,3), X(32,18,33,17), X(33,24,34,25), X(34,15,35,16), X(35,38,36,1), X(36,11,37,12)]",38
6497,7_6,"[X(1,18,2,19), X(2,16,3,15), X(3,38,4,39), X(5,41,6,40), X(6,30,7,29), X(7,14,8,15), X(8,45,9,46), X(11,36,12,37), X(17,48,18,1), X(21,34,22,35), X(22,9,23,10), X(23,45,24,44), X(24,14,25,13), X(25,42,26,43), X(27,5,28,4), X(28,40,29,39), X(31,27,32,26), X(32,38,33,37), X(33,20,34,21), X(35,10,36,11), X(41,31,42,30), X(43,12,44,13), X(46,20,47,19), X(47,16,48,17)]",48
6498,7_6,"[X(1,10,20,9), X(2,14,3,13), X(4,17,5,18), X(5,12,6,13), X(8,19,9,20), X(11,6,12,7), X(14,2,15,1), X(15,11,16,10), X(16,7,17,8), X(18,3,19,4)]",20
6499,7_6,"[X(1,25,28,26), X(2,19,3,20), X(4,27,5,28), X(6,4,7,3), X(12,8,13,7), X(14,9,15,10), X(15,22,16,23), X(16,12,17,11), X(17,25,18,24), X(18,1,19,2), X(20,13,21,14), X(21,8,22,9), X(23,11,24,10), X(26,5,27,6)]",28
6500,7_6,"[X(1,8,2,9), X(1,13,24,14), X(4,11,5,12), X(6,17,7,18), X(10,3,11,4), X(14,24,15,23), X(16,7,17,8), X(18,5,19,6), X(19,3,20,2), X(20,10,21,9), X(21,12,22,13), X(22,16,23,15)]",24
6501,7_6,"[X(1,19,2,18), X(3,24,4,1), X(7,21,8,20), X(8,6,9,5), X(10,15,11,16), X(11,22,12,23), X(14,9,15,10), X(16,13,17,14), X(17,3,18,2), X(19,4,20,5), X(21,7,22,6), X(23,12,24,13)]",24
6502,7_6,"[X(2,26,3,25), X(4,32,5,31), X(5,28,6,29), X(8,15,9,16), X(10,7,11,8), X(11,19,12,18), X(12,21,13,22), X(16,9,17,10), X(17,15,18,14), X(20,29,21,30), X(22,13,23,14), X(23,6,24,7), X(26,34,27,33), X(27,1,28,38), X(30,19,31,20), X(32,37,33,38), X(34,2,35,1), X(35,25,36,24), X(36,3,37,4)]",38
6503,7_6,"[X(1,8,2,9), X(3,6,4,7), X(4,13,5,14), X(9,18,10,19), X(11,2,12,3), X(12,5,13,6), X(14,8,15,7), X(15,1,16,20), X(17,10,18,11), X(19,17,20,16)]",20
6504,7_6,"[X(3,10,4,11), X(4,22,5,21), X(5,9,6,8), X(6,19,7,20), X(9,22,10,23), X(11,19,12,18), X(13,36,14,1), X(15,3,16,2), X(17,34,18,35), X(20,7,21,8), X(23,15,24,14), X(24,2,25,1), X(25,16,26,17), X(27,33,28,32), X(29,26,30,27), X(30,34,31,33), X(31,29,32,28), X(35,12,36,13)]",36
6505,7_6,"[X(1,6,20,5), X(2,13,3,14), X(7,18,8,19), X(9,7,10,6), X(11,4,12,5), X(12,15,13,16), X(14,3,15,4), X(16,2,17,1), X(17,8,18,9), X(19,11,20,10)]",20
6506,7_6,"[X(1,36,2,37), X(3,32,4,33), X(5,38,6,1), X(6,11,7,12), X(7,31,8,30), X(9,35,10,34), X(12,22,13,21), X(14,25,15,26), X(15,18,16,19), X(17,24,18,25), X(19,27,20,26), X(23,16,24,17), X(27,21,28,20), X(28,13,29,14), X(29,22,30,23), X(31,11,32,10), X(33,2,34,3), X(35,9,36,8), X(37,4,38,5)]",38
6507,7_6,"[X(1,10,32,9), X(2,12,3,11), X(3,14,4,15), X(7,30,8,31), X(8,5,9,6), X(10,16,11,15), X(13,18,14,19), X(16,1,17,2), X(17,21,18,20), X(19,12,20,13), X(21,5,22,4), X(22,25,23,26), X(24,28,25,27), X(28,24,29,23), X(29,27,30,26), X(31,6,32,7)]",32
6508,7_6,"[X(1,14,2,15), X(2,18,3,17), X(4,27,5,28), X(6,3,7,4), X(7,26,8,27), X(9,21,10,20), X(11,23,12,22), X(13,18,14,19), X(15,30,16,1), X(21,13,22,12), X(23,11,24,10), X(24,19,25,20), X(25,8,26,9), X(28,5,29,6), X(29,16,30,17)]",30
6509,7_6,"[X(1,26,42,25), X(2,22,3,21), X(3,7,4,6), X(4,19,5,20), X(9,13,10,12), X(11,38,12,39), X(13,28,14,29), X(16,23,17,24), X(17,35,18,34), X(18,2,19,1), X(20,5,21,6), X(22,35,23,36), X(27,8,28,9), X(29,14,30,15), X(30,8,31,7), X(31,27,32,26), X(33,24,34,25), X(36,16,37,15), X(39,10,40,11), X(40,37,41,38), X(41,33,42,32)]",42
6510,7_7,"[X(1,16,2,17), X(2,9,3,10), X(3,6,4,7), X(4,14,5,13), X(7,13,8,12), X(8,15,9,16), X(11,19,12,18), X(14,6,15,5), X(17,20,18,1), X(19,11,20,10)]",20
6511,7_7,"[X(2,16,3,15), X(3,8,4,9), X(4,17,5,18), X(5,13,6,12), X(9,18,10,19), X(11,21,12,20), X(13,7,14,6), X(14,2,15,1), X(16,7,17,8), X(19,22,20,1), X(21,11,22,10)]",22
6512,7_7,"[X(1,12,14,11), X(2,8,3,7), X(4,14,5,13), X(6,9,7,10), X(8,2,9,1), X(10,3,11,4), X(12,6,13,5)]",14
6513,7_7,"[X(1,4,2,5), X(3,9,4,8), X(5,10,6,11), X(6,14,7,13), X(9,3,10,2), X(11,16,12,1), X(14,8,15,7), X(15,12,16,13)]",16
6514,7_7,"[X(1,13,2,12), X(2,7,3,8), X(4,10,5,9), X(6,18,7,17), X(8,11,9,12), X(10,4,11,3), X(15,20,16,1), X(16,14,17,13), X(18,6,19,5), X(19,14,20,15)]",20
6515,7_7,"[X(1,11,2,10), X(3,8,4,9), X(5,15,6,14), X(7,4,8,5), X(9,18,10,19), X(11,17,12,16), X(12,22,13,21), X(13,7,14,6), X(15,20,16,21), X(17,1,18,22), X(19,2,20,3)]",22
6516,7_7,"[X(1,18,2,19), X(4,12,5,11), X(5,21,6,20), X(7,16,8,17), X(9,12,10,13), X(10,4,11,3), X(13,3,14,2), X(14,20,15,19), X(15,6,16,7), X(17,22,18,1), X(21,9,22,8)]",22
6517,7_7,"[X(1,20,2,21), X(2,7,3,8), X(3,19,4,18), X(4,14,5,13), X(9,16,10,17), X(11,23,12,22), X(14,6,15,5), X(15,12,16,13), X(17,8,18,9), X(19,7,20,6), X(21,24,22,1), X(23,11,24,10)]",24
6518,7_7,"[X(1,6,2,7), X(3,11,4,10), X(7,19,8,18), X(8,13,9,14), X(11,5,12,4), X(12,9,13,10), X(15,22,16,1), X(17,15,18,14), X(19,2,20,3), X(20,6,21,5), X(21,16,22,17)]",22
6519,7_7,"[X(1,16,2,17), X(2,7,3,8), X(4,20,5,19), X(5,11,6,10), X(6,21,7,22), X(8,18,9,17), X(9,14,10,15), X(12,4,13,3), X(13,19,14,18), X(15,22,16,1), X(20,12,21,11)]",22
6520,7_7,"[X(1,6,2,7), X(3,16,4,17), X(4,10,5,9), X(5,15,6,14), X(7,12,8,13), X(10,16,11,15), X(11,3,12,2), X(13,18,14,1), X(17,9,18,8)]",18
6521,7_7,"[X(1,7,20,8), X(2,5,3,6), X(4,14,5,13), X(6,15,7,16), X(8,12,9,11), X(9,19,10,18), X(14,4,15,3), X(16,1,17,2), X(17,11,18,10), X(19,12,20,13)]",20
6522,7_7,"[X(1,14,2,15), X(3,17,4,16), X(5,2,6,3), X(6,14,7,13), X(7,1,8,20), X(8,17,9,18), X(10,20,11,19), X(12,9,13,10), X(15,5,16,4), X(18,12,19,11)]",20
6523,7_7,"[X(1,9,2,8), X(3,14,4,15), X(6,18,7,17), X(7,3,8,2), X(9,16,10,17), X(10,5,11,6), X(12,20,13,19), X(15,24,16,1), X(20,14,21,13), X(21,18,22,19), X(22,11,23,12), X(23,5,24,4)]",24
6524,7_7,"[X(1,4,2,5), X(3,9,4,8), X(5,10,6,11), X(7,13,8,12), X(9,3,10,2), X(11,14,12,1), X(13,7,14,6)]",14
6525,7_7,"[X(1,13,18,14), X(3,8,4,9), X(6,18,7,17), X(7,4,8,5), X(9,2,10,3), X(10,15,11,16), X(12,2,13,1), X(14,11,15,12), X(16,6,17,5)]",18
6526,7_7,"[X(1,19,2,18), X(2,15,3,16), X(3,7,4,6), X(4,18,5,17), X(7,15,8,14), X(8,19,9,20), X(9,12,10,13), X(11,23,12,22), X(16,6,17,5), X(20,13,21,14), X(21,24,22,1), X(23,11,24,10)]",24
6527,7_7,"[X(1,4,2,5), X(3,19,4,18), X(5,20,6,21), X(6,27,7,28), X(7,23,8,22), X(8,14,9,13), X(9,24,10,25), X(10,15,11,16), X(11,27,12,26), X(16,26,17,25), X(17,12,18,13), X(19,3,20,2), X(21,28,22,1), X(23,15,24,14)]",28
6528,7_7,"[X(2,13,3,14), X(4,16,5,15), X(6,3,7,4), X(7,13,8,12), X(8,17,9,18), X(9,1,10,20), X(11,19,12,18), X(14,6,15,5), X(16,1,17,2), X(19,11,20,10)]",20
6529,7_7,"[X(1,11,18,12), X(3,8,4,9), X(5,11,6,10), X(6,16,7,15), X(7,2,8,3), X(9,14,10,15), X(12,18,13,17), X(13,5,14,4), X(16,1,17,2)]",18
6530,7_7,"[X(1,9,2,8), X(4,16,5,15), X(5,10,6,11), X(7,3,8,2), X(9,6,10,7), X(13,18,14,1), X(14,12,15,11), X(16,4,17,3), X(17,12,18,13)]",18
6531,7_7,"[X(1,9,2,8), X(3,10,4,11), X(5,13,6,12), X(7,3,8,2), X(9,6,10,7), X(11,14,12,1), X(13,5,14,4)]",14
6532,7_7,"[X(1,11,18,12), X(2,7,3,8), X(6,14,7,13), X(8,3,9,4), X(9,14,10,15), X(10,6,11,5), X(12,18,13,17), X(15,5,16,4), X(16,1,17,2)]",18
6533,7_7,"[X(1,20,2,21), X(2,8,3,7), X(4,15,5,16), X(8,20,9,19), X(10,18,11,17), X(11,1,12,22), X(13,7,14,6), X(14,3,15,4), X(16,5,17,6), X(18,10,19,9), X(21,13,22,12)]",22
6534,7_7,"[X(1,18,20,17), X(4,14,5,13), X(6,3,7,4), X(8,15,9,16), X(9,19,10,18), X(11,3,12,2), X(12,6,13,5), X(14,7,15,8), X(16,1,17,2), X(19,11,20,10)]",20
6535,7_7,"[X(1,24,2,25), X(3,12,4,13), X(4,23,5,24), X(6,22,7,21), X(7,16,8,17), X(9,19,10,18), X(10,5,11,6), X(11,23,12,22), X(13,1,14,26), X(15,2,16,3), X(19,9,20,8), X(20,18,21,17), X(25,15,26,14)]",26
6536,7_7,"[X(1,9,20,10), X(2,15,3,16), X(4,18,5,17), X(5,11,6,10), X(7,12,8,13), X(8,2,9,1), X(13,6,14,7), X(14,11,15,12), X(16,19,17,20), X(18,4,19,3)]",20
6537,7_7,"[X(1,4,18,3), X(1,13,2,12), X(5,8,6,9), X(7,17,8,16), X(9,4,10,5), X(10,15,11,16), X(13,3,14,2), X(14,11,15,12), X(17,7,18,6)]",18
6538,7_7,"[X(3,13,4,12), X(5,2,6,3), X(7,14,8,15), X(9,1,10,18), X(10,16,11,15), X(11,5,12,4), X(13,6,14,7), X(16,1,17,2), X(17,9,18,8)]",18
6539,7_7,"[X(1,8,2,9), X(1,24,28,23), X(2,18,3,17), X(4,10,5,9), X(6,26,7,25), X(13,20,14,21), X(15,10,16,11), X(16,4,17,3), X(18,12,19,11), X(19,14,20,15), X(21,12,22,13), X(22,8,23,7), X(24,27,25,28), X(26,6,27,5)]",28
6540,7_7,"[X(1,16,20,15), X(3,11,4,10), X(7,12,8,13), X(8,18,9,17), X(11,3,12,2), X(13,6,14,7), X(14,1,15,2), X(16,6,17,5), X(18,10,19,9), X(19,4,20,5)]",20
6541,7_7,"[X(2,7,3,8), X(5,15,6,14), X(8,3,9,4), X(9,7,10,6), X(10,17,11,18), X(11,1,12,20), X(13,19,14,18), X(15,5,16,4), X(16,1,17,2), X(19,13,20,12)]",20
6542,7_7,"[X(1,18,2,19), X(2,23,3,24), X(3,21,4,20), X(5,15,6,14), X(7,23,8,22), X(8,18,9,17), X(11,26,12,1), X(12,10,13,9), X(13,16,14,17), X(15,5,16,4), X(19,24,20,25), X(21,7,22,6), X(25,10,26,11)]",26
6543,7_7,"[X(1,17,28,18), X(3,20,4,21), X(8,22,9,21), X(9,2,10,3), X(10,19,11,20), X(11,5,12,4), X(13,25,14,24), X(14,5,15,6), X(16,2,17,1), X(18,15,19,16), X(22,27,23,28), X(23,7,24,6), X(25,13,26,12), X(26,7,27,8)]",28
6544,7_7,"[X(1,12,2,13), X(4,15,5,16), X(5,19,6,18), X(6,10,7,9), X(8,18,9,17), X(10,19,11,20), X(11,23,12,22), X(13,2,14,3), X(14,23,15,24), X(16,8,17,7), X(21,27,22,26), X(24,4,25,3), X(25,28,26,1), X(27,21,28,20)]",28
6545,7_7,"[X(1,9,2,8), X(2,11,3,12), X(4,14,5,13), X(6,9,7,10), X(7,1,8,16), X(10,5,11,6), X(12,15,13,16), X(14,4,15,3)]",16
